Gender,College,In or Out of State,Citizenship,Marital Status,Type of High School,Applied Financial Aid,Received Financial Aid,Other Scholarships,Tuition Rate,Expected 4 Year Revenue,Open Houses,Visits,High School GPA,AP Tests Passed,Acceptance Type,Recruited Athlete,High School Class Size,HS Class Rank,Student Health,Total Class Hours,Overall GPA,Change in GPA,Housing,Club Memberships,Infirmary Visits,City,State,Retention
Female,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.70575332,0,Early,No,< 100,1st Quartile,Good,26,2.906923077,Positive,On Campus,0,0,"Huntsville, AL",Alabama,Retained
Female,Communications,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.496805104,0,Early,No,< 100,1st Quartile,Good,26,2.898461538,Positive,On Campus,0,1,"Huntsville, AL",Alabama,Not retained
Female,Health Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,1,3.391595605,0,Standard,No,400-500,1st Quartile,Good,31,2.828387097,Positive,Commuter,2,2,"Huntsville, AL",Alabama,Not retained
Male,Business,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.257180433,0,Standard,No,500+,1st Quartile,Good,30,2.79,Negative,On Campus,2,2,"Huntsville, AL",Alabama,Retained
Female,Education,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,2.54295699,0,Wait Listed,No,500+,4th Quartile,Good,30,3.152,Positive,Fraternity/Sorority House,2,3,"Huntsville, AL",Alabama,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.393757713,0,Standard,No,100-200,1st Quartile,Good,27,2.878888889,Positive,Commuter,0,3,"Mobile, AL",Alabama,Retained
Female,Education,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,3.329250122,0,Early,No,400-500,1st Quartile,Good,28,3.385714286,Positive,Commuter,1,3,"Birmingham, AL",Alabama,Retained
Female,Fine & Performing Arts,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,3.193704883,0,Standard,No,500+,2nd Quartile,Good,26,2.896153846,Positive,On Campus,0,4,"Montgomery, AL",Alabama,Not retained
Male,Business,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,3.372565789,0,Standard,No,100-200,1st Quartile,Good,31,2.893548387,Positive,On Campus,0,0,"Anchorage, AK",Alaska,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Public,Yes,No,No,1975,237000,0,0,3.325195766,0,Standard,No,400-500,1st Quartile,Good,26,3.05,Negative,On Campus,2,0,"Adak Island, AK",Alaska,Retained
Female,Engineering,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3,0,Standard,No,500+,2nd Quartile,Good,26,3.06,Negative,Commuter,0,0,"Adak Island, AK",Alaska,Retained
Female,Communications,Out of State,No,Single,Public,No,No,No,1975,237000,0,0,3.523394415,0,Standard,No,300-400,1st Quartile,Good,31,3.415483871,Positive,On Campus,0,0,"Anchorage, AK",Alaska,Retained
Male,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.638579301,2,Early,No,< 100,1st Quartile,Good,31,3.038709677,Positive,On Campus,0,0,"Anchorage, AK",Alaska,Retained
Male,Communications,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.108349934,0,Early,No,200-300,2nd Quartile,Good,28,3.29,Negative,On Campus,0,0,"Adak Island, AK",Alaska,Retained
Female,Fine & Performing Arts,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,3.043712756,0,Early,No,300-400,2nd Quartile,Good,33,3.132121212,Positive,On Campus,0,2,"Adak Island, AK",Alaska,Retained
Female,Business,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.441479257,0,Standard,No,500+,1st Quartile,Good,33,3.245757576,Positive,Commuter,2,3,"Anchorage, AK",Alaska,Retained
Female,Engineering,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,1,2.88713733,0,Standard,No,200-300,3rd Quartile,Good,24,3.22,Positive,Off Campus,1,4,"Anchorage, AK",Alaska,Not retained
Male,Health Sciences,Out of State,Yes,Married,Private,Yes,Yes,No,1975,237000,0,0,3.507915412,0,Standard,No,500+,1st Quartile,Good,31,3.177096774,Negative,Off Campus,2,4,"Anchorage, AK",Alaska,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,2.67,0,Wait Listed,No,500+,3rd Quartile,Poor,26,3.506923077,Negative,On Campus,1,0,"Phoenix, AZ",Arizona,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,2.67,0,Wait Listed,No,100-200,3rd Quartile,Good,30,2.72,Positive,Off Campus,2,0,"Phoenix, AZ",Arizona,Retained
Female,Fine & Performing Arts,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,2.817729631,0,Wait Listed,No,400-500,3rd Quartile,Good,30,3.211666667,Negative,On Campus,2,0,"Phoenix, AZ",Arizona,Retained
Male,Liberal Arts & Sciences,Out of State,No,Single,Private,Yes,Yes,No,1975,237000,0,0,3.135504381,0,Standard,No,400-500,2nd Quartile,Good,30,3.105,Positive,On Campus,0,0,"Phoenix, AZ",Arizona,Retained
Male,Fine & Performing Arts,Out of State,No,Single,Public,No,No,No,1975,237000,0,0,3.098150434,0,Standard,No,500+,2nd Quartile,Good,29,3.301724138,Negative,On Campus,2,0,"Phoenix, AZ",Arizona,Retained
Female,Business,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.174101841,0,Standard,No,300-400,2nd Quartile,Good,27,3.026666667,Positive,On Campus,2,0,"Phoenix, AZ",Arizona,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Private,No,No,Yes,1975,237000,0,0,3.252271548,0,Standard,No,500+,1st Quartile,Good,26,2.953076923,Positive,Off Campus,0,0,"Phoenix, AZ",Arizona,Retained
Male,Health Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.125544183,0,Standard,No,500+,2nd Quartile,Poor,30,3.255666667,Negative,On Campus,2,0,"Phoenix, AZ",Arizona,Retained
Female,Education,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,1,3.76236767,1,Standard,No,100-200,1st Quartile,Good,28,2.822857143,Negative,Off Campus,2,0,"Phoenix, AZ",Arizona,Retained
Female,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,2.644028951,0,Standard,No,500+,3rd Quartile,Good,28,2.867142857,Negative,Off Campus,0,0,"Phoenix, AZ",Arizona,Retained
Female,Communications,Out of State,No,Single,Public,No,No,No,1975,237000,0,0,3.063174535,0,Standard,No,100-200,2nd Quartile,Good,30,3.22,Positive,On Campus,0,0,"Phoenix, AZ",Arizona,Retained
Male,Engineering,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.121496116,0,Standard,No,500+,2nd Quartile,Good,29,2.882068966,Positive,On Campus,2,0,"Phoenix, AZ",Arizona,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.213476853,0,Standard,No,300-400,1st Quartile,Poor,31,3.246774194,Positive,Off Campus,1,0,"Phoenix, AZ",Arizona,Retained
Male,Business,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.425126925,0,Standard,No,100-200,1st Quartile,Good,29,3.221034483,Positive,On Campus,2,0,"Phoenix, AZ",Arizona,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,No,No,1975,237000,0,0,3.14066695,0,Standard,No,300-400,2nd Quartile,Good,30,3.39,Negative,On Campus,2,0,"Phoenix, AZ",Arizona,Retained
Female,Education,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.027820502,0,Standard,No,300-400,2nd Quartile,Good,32,3.011875,Negative,Fraternity/Sorority House,0,0,"Phoenix, AZ",Arizona,Retained
Female,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,2.984654589,0,Standard,No,200-300,2nd Quartile,Good,27,2.87037037,Negative,On Campus,0,0,"Phoenix, AZ",Arizona,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,No,No,1975,237000,0,0,3.450072801,1,Standard,No,400-500,1st Quartile,Poor,27,3.138888889,Positive,Commuter,0,0,"Phoenix, AZ",Arizona,Retained
Male,Health Sciences,Out of State,No,Single,Public,No,No,No,1975,237000,0,0,3.24160157,0,Early,No,400-500,1st Quartile,Poor,32,3.138125,Positive,On Campus,0,0,"Phoenix, AZ",Arizona,Retained
Male,Business,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.411309277,1,Early,No,500+,1st Quartile,Good,29,3.047241379,Positive,Off Campus,3,0,"Phoenix, AZ",Arizona,Retained
Male,Business,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.448566227,1,Early,No,400-500,1st Quartile,Good,31,3.277096774,Negative,On Campus,0,0,"Phoenix, AZ",Arizona,Retained
Male,Communications,Out of State,No,Single,Private,Yes,Yes,Yes,1975,237000,0,0,3.651583563,0,Early,No,400-500,1st Quartile,Good,25,3.0216,Positive,On Campus,3,0,"Tucson, AZ",Arizona,Retained
Female,Education,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,2.925684016,0,Early,No,300-400,3rd Quartile,Poor,31,2.886451613,Negative,On Campus,2,0,"Tucson, AZ",Arizona,Retained
Female,Communications,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.567784197,0,Early,No,100-200,1st Quartile,Good,30,3.478,Negative,On Campus,3,0,"Phoenix, AZ",Arizona,Retained
Female,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.658403894,0,Early,No,500+,1st Quartile,Good,29,3.216551724,Positive,On Campus,3,0,"Phoenix, AZ",Arizona,Retained
Female,Fine & Performing Arts,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,4.11,1,Early,No,400-500,1st Quartile,Poor,29,3.421034483,Negative,On Campus,0,0,"Phoenix, AZ",Arizona,Retained
Female,Engineering,Out of State,Yes,Single,Public,No,No,Yes,1975,237000,0,0,3.222976564,0,Early,No,200-300,1st Quartile,Good,27,2.853333333,Positive,On Campus,2,0,"Phoenix, AZ",Arizona,Retained
Male,Communications,Out of State,Yes,Single,Public,Yes,No,No,1975,237000,0,0,3.01,0,Early,No,500+,2nd Quartile,Good,27,3.341111111,Negative,On Campus,2,0,"Phoenix, AZ",Arizona,Retained
Male,Business,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.749101918,0,Early,No,400-500,1st Quartile,Good,31,2.659677419,Positive,On Campus,2,0,"Phoenix, AZ",Arizona,Retained
Female,Education,Out of State,No,Single,Private,Yes,Yes,Yes,1975,237000,0,0,3.5,0,Early,No,200-300,1st Quartile,Good,30,3.02,Positive,Commuter,0,0,"Phoenix, AZ",Arizona,Retained
Female,Health Sciences,Out of State,No,Single,Public,Yes,Yes,No,1975,237000,0,0,3.295734996,0,Standard,No,400-500,1st Quartile,Good,31,3.368709677,Positive,Off Campus,0,1,"Tucson, AZ",Arizona,Not retained
Male,Engineering,Out of State,Yes,Single,Private,Yes,No,No,1975,237000,0,0,3.116543672,0,Standard,No,400-500,2nd Quartile,Good,28,2.885,Positive,Off Campus,0,1,"Tucson, AZ",Arizona,Not retained
Male,Communications,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,4.19211085,3,Early,No,500+,1st Quartile,Good,28,3.255,Positive,Off Campus,2,1,"Phoenix, AZ",Arizona,Retained
Female,Business,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3,0,Standard,No,400-500,2nd Quartile,Good,24,3.035,Negative,On Campus,0,2,"Phoenix, AZ",Arizona,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.263035543,0,Standard,No,400-500,1st Quartile,Good,30,3.21,Negative,On Campus,2,2,"Phoenix, AZ",Arizona,Retained
Female,Engineering,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,2.96957041,0,Standard,No,100-200,2nd Quartile,Good,29,3.072413793,Positive,Fraternity/Sorority House,0,2,"Phoenix, AZ",Arizona,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.66560012,0,Standard,No,100-200,1st Quartile,Good,24,2.815,Positive,Commuter,0,3,"Tucson, AZ",Arizona,Not retained
Female,Health Sciences,Out of State,Yes,Married,Private,Yes,Yes,No,1975,237000,0,0,3.497267409,0,Early,No,< 100,1st Quartile,Good,27,3.122222222,Negative,Off Campus,0,3,"Phoenix, AZ",Arizona,Not retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,3.377078433,0,Early,No,200-300,1st Quartile,Good,29,2.517931034,Positive,Commuter,0,3,"Phoenix, AZ",Arizona,Not retained
Female,Education,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,2,2.835422058,0,Wait Listed,No,200-300,3rd Quartile,Good,31,3.036129032,Positive,On Campus,2,3,"Phoenix, AZ",Arizona,Retained
Male,Health Sciences,Out of State,Yes,Single,Private,Yes,Yes,Yes,1975,237000,0,0,3.195293456,0,Standard,No,400-500,2nd Quartile,Good,27,3.048888889,Positive,On Campus,0,3,"Phoenix, AZ",Arizona,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Married,Private,Yes,Yes,No,1975,237000,0,0,3.354267091,0,Standard,No,300-400,1st Quartile,Poor,28,3.25,Negative,Off Campus,2,3,"Phoenix, AZ",Arizona,Retained
Male,Communications,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,1,3.519229904,0,Standard,No,< 100,1st Quartile,Good,28,3.06,Positive,Off Campus,3,3,"Phoenix, AZ",Arizona,Retained
Male,Communications,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,2.801627271,0,Wait Listed,No,500+,3rd Quartile,Good,27,3.276666667,Positive,On Campus,0,4,"Phoenix, AZ",Arizona,Not retained
Male,Communications,Out of State,No,Single,Private,Yes,Yes,No,1975,237000,0,0,2.98,0,Standard,No,500+,2nd Quartile,Good,27,2.756666667,Negative,Off Campus,2,4,"Phoenix, AZ",Arizona,Not retained
Male,Communications,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3,0,Standard,No,500+,2nd Quartile,Good,28,3.282857143,Positive,Off Campus,0,4,"Phoenix, AZ",Arizona,Not retained
Female,Health Sciences,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,3,0,Standard,No,300-400,2nd Quartile,Poor,30,2.625,Positive,Off Campus,0,4,"Phoenix, AZ",Arizona,Not retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.299522263,0,Standard,No,400-500,1st Quartile,Poor,29,3.284137931,Negative,Fraternity/Sorority House,1,4,"Phoenix, AZ",Arizona,Not retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.05,0,Early,No,500+,2nd Quartile,Good,29,2.526206897,Negative,On Campus,2,4,"Phoenix, AZ",Arizona,Not retained
Female,Communications,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.339026732,0,Standard,No,100-200,1st Quartile,Good,28,3.058571429,Negative,On Campus,2,4,"Phoenix, AZ",Arizona,Retained
Male,Health Sciences,Out of State,Yes,Married,Private,Yes,Yes,No,1975,237000,0,0,3.58643795,0,Standard,No,< 100,1st Quartile,Good,30,3.531333333,Positive,Off Campus,2,4,"Phoenix, AZ",Arizona,Retained
Male,Engineering,Out of State,Yes,Single,Private,No,No,No,1975,237000,1,0,3.416642004,0,Standard,No,500+,1st Quartile,Good,25,2.9868,Positive,Commuter,1,4,"Phoenix, AZ",Arizona,Retained
Female,Business,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,1,2.99,0,Standard,No,300-400,2nd Quartile,Good,29,2.956206897,Positive,On Campus,2,5,"Phoenix, AZ",Arizona,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.318984098,0,Early,No,100-200,1st Quartile,Good,28,3.16,Positive,On Campus,2,5,"Phoenix, AZ",Arizona,Retained
Female,Engineering,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.75256171,0,Standard,No,100-200,1st Quartile,Good,29,3.004137931,Positive,Off Campus,0,0,"Little Rock, AR",Arkansas,Not retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Private,Yes,Yes,Yes,1975,237000,0,0,3.02007943,0,Standard,No,300-400,2nd Quartile,Good,31,3.148064516,Negative,Commuter,0,0,"Little Rock, AR",Arkansas,Not retained
Female,Health Sciences,Out of State,No,Single,Public,Yes,Yes,No,1975,237000,0,0,2.722068605,0,Wait Listed,No,300-400,3rd Quartile,Good,25,3.2148,Positive,On Campus,2,0,"Little Rock, AR",Arkansas,Retained
Male,Engineering,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.299681778,0,Standard,No,400-500,1st Quartile,Poor,32,3.125,Positive,On Campus,0,0,"Fayetteville, AR",Arkansas,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Public,No,No,Yes,1975,237000,0,1,3.060487157,0,Standard,No,100-200,2nd Quartile,Good,29,3.163448276,Positive,On Campus,2,0,"Little Rock, AR",Arkansas,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.101547936,0,Standard,No,300-400,2nd Quartile,Good,27,3.028888889,Negative,On Campus,2,0,"Little Rock, AR",Arkansas,Retained
Female,Business,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.05312603,0,Standard,No,300-400,2nd Quartile,Good,26,3.098461538,Positive,Off Campus,0,0,"Fayetteville, AR",Arkansas,Retained
Female,Business,Out of State,Yes,Married,Public,No,No,No,1975,237000,0,0,3.528300703,0,Standard,No,200-300,1st Quartile,Good,29,3.437241379,Positive,Off Campus,0,0,"Fayetteville, AR",Arkansas,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.128407454,0,Standard,No,300-400,2nd Quartile,Good,31,3.261935484,Negative,On Campus,2,0,"Little Rock, AR",Arkansas,Retained
Female,Business,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,2.911946146,0,Standard,No,400-500,2nd Quartile,Good,30,3.150666667,Negative,Fraternity/Sorority House,0,0,"Fayetteville, AR",Arkansas,Retained
Male,Communications,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.509609824,0,Standard,No,200-300,1st Quartile,Good,30,3.255,Positive,Commuter,2,0,"Fayetteville, AR",Arkansas,Retained
Female,Business,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.06345834,0,Standard,No,300-400,2nd Quartile,Good,29,3.362413793,Negative,On Campus,0,0,"Fayetteville, AR",Arkansas,Retained
Female,Business,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.269336763,0,Early,No,400-500,1st Quartile,Good,32,3.265625,Negative,On Campus,0,0,"Little Rock, AR",Arkansas,Retained
Male,Engineering,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.561573682,0,Early,No,400-500,1st Quartile,Good,28,2.938571429,Positive,On Campus,2,0,"Fayetteville, AR",Arkansas,Retained
Male,Fine & Performing Arts,Out of State,No,Single,Public,Yes,Yes,Yes,1975,237000,0,0,3.169843897,0,Early,No,400-500,2nd Quartile,Poor,25,3.2476,Negative,Commuter,0,0,"Fayetteville, AR",Arkansas,Retained
Male,Communications,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.155508688,0,Early,No,200-300,2nd Quartile,Good,28,3.092857143,Negative,On Campus,0,0,"Fayetteville, AR",Arkansas,Retained
Female,Engineering,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,3.685067404,0,Early,No,200-300,1st Quartile,Good,26,3.488461538,Negative,Off Campus,1,0,"Fayetteville, AR",Arkansas,Retained
Male,Business,Out of State,Yes,Single,Private,Yes,Yes,Yes,1975,237000,0,0,3.197336454,0,Standard,No,500+,2nd Quartile,Good,27,2.752592593,Positive,Off Campus,0,1,"Little Rock, AR",Arkansas,Not retained
Male,Fine & Performing Arts,Out of State,No,Single,Private,Yes,Yes,No,1975,237000,0,0,3.146047899,0,Standard,Yes,500+,2nd Quartile,Good,29,3.194827586,Positive,Off Campus,0,1,"Fayetteville, AR",Arkansas,Not retained
Female,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.057924068,0,Standard,No,300-400,2nd Quartile,Good,30,3.255,Positive,Off Campus,0,1,"Fayetteville, AR",Arkansas,Not retained
Female,Health Sciences,Out of State,Yes,Single,Public,Yes,No,No,1975,237000,0,0,3.258139235,0,Early,No,400-500,1st Quartile,Good,27,2.912222222,Positive,On Campus,0,1,"Little Rock, AR",Arkansas,Not retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,2.939375649,0,Early,No,300-400,2nd Quartile,Good,33,2.897272727,Positive,Off Campus,0,1,"Fayetteville, AR",Arkansas,Not retained
Male,Engineering,Out of State,Yes,Married,Private,No,No,No,1975,237000,0,0,3.922198585,2,Early,No,500+,1st Quartile,Good,25,2.8936,Positive,Off Campus,0,1,"Fayetteville, AR",Arkansas,Not retained
Female,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,1,3.305503026,0,Standard,No,500+,1st Quartile,Poor,28,3.221428571,Negative,On Campus,2,1,"Little Rock, AR",Arkansas,Retained
Female,Health Sciences,Out of State,No,Single,Private,No,No,No,1975,237000,0,0,3.492084678,0,Standard,No,< 100,1st Quartile,Poor,29,2.74137931,Negative,On Campus,0,1,"Fayetteville, AR",Arkansas,Retained
Male,Education,Out of State,Yes,Single,Private,Yes,No,No,1975,237000,0,0,3.153625361,0,Early,No,300-400,2nd Quartile,Poor,26,3.265384615,Positive,Commuter,0,1,"Fayetteville, AR",Arkansas,Retained
Female,Communications,Out of State,Yes,Single,Private,Yes,No,No,1975,237000,0,0,3.00687849,0,Standard,No,400-500,2nd Quartile,Good,30,3.235,Negative,On Campus,2,2,"Little Rock, AR",Arkansas,Retained
Female,Education,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,2.962058843,0,Standard,No,300-400,2nd Quartile,Good,31,2.742903226,Positive,On Campus,2,2,"Fayetteville, AR",Arkansas,Retained
Male,Communications,Out of State,No,Single,Private,Yes,Yes,No,1975,237000,0,0,3.577464632,0,Early,No,< 100,1st Quartile,Good,25,2.9892,Positive,On Campus,2,2,"Fayetteville, AR",Arkansas,Retained
Female,Health Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.238071125,0,Standard,No,300-400,1st Quartile,Good,31,3.252903226,Negative,On Campus,2,3,"Little Rock, AR",Arkansas,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.78745323,0,Standard,No,< 100,1st Quartile,Good,26,3.275,Positive,On Campus,2,3,"Little Rock, AR",Arkansas,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,3.519069715,0,Early,No,400-500,1st Quartile,Good,29,3.274827586,Positive,On Campus,2,3,"Fayetteville, AR",Arkansas,Retained
Female,Education,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.299211738,0,Standard,No,100-200,1st Quartile,Good,32,2.5334375,Positive,On Campus,2,4,"Fayetteville, AR",Arkansas,Retained
Male,Business,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,2.833939354,0,Wait Listed,No,400-500,3rd Quartile,Good,29,2.772068966,Positive,Commuter,0,0,"Los Angeles, CA",California,Not retained
